AnGamGeneStableID	AnGamTranscriptstableID	AnFunGeneStableID	AnFunTranscriptStableID	GeneName	GeneClass
AGAP009563	AGAP009563-RA	AFUN002789	AFUN002789-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP010273	AGAP010273-RA	AFUN003159	AFUN003159-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP010273	AGAP010273-RA	AFUN003159	AFUN003159-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP012175	AGAP012175-RA	AFUN003210	AFUN003210-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP012175	AGAP012175-RA	AFUN003210	AFUN003210-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP012175	AGAP012175-RA	AFUN003210	AFUN003210-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP006570	AGAP006570-RA	AFUN004247	AFUN004247-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP006570	AGAP006570-RA	AFUN004247	AFUN004247-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP002194	AGAP002194-RB	AFUN005100	AFUN005100-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP002194	AGAP002194-RA	AFUN005100	AFUN005100-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP002194	AGAP002194-RB	AFUN005100	AFUN005100-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP002194	AGAP002194-RA	AFUN005100	AFUN005100-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP002499	AGAP002499-RA	AFUN005481	AFUN005481-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP002499	AGAP002499-RA	AFUN005481	AFUN005481-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP009826	AGAP009826-RA	AFUN005622	AFUN005622-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP009826	AGAP009826-RA	AFUN005622	AFUN005622-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP009826	AGAP009826-RA	AFUN005622	AFUN005622-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP000203	AGAP000203-RA	AFUN006255	AFUN006255-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP000203	AGAP000203-RB	AFUN006255	AFUN006255-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP000203	AGAP000203-RA	AFUN006255	AFUN006255-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP000203	AGAP000203-RB	AFUN006255	AFUN006255-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP000203	AGAP000203-RA	AFUN006255	AFUN006255-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP000203	AGAP000203-RB	AFUN006255	AFUN006255-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP000203	AGAP000203-RA	AFUN006255	AFUN006255-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP000203	AGAP000203-RB	AFUN006255	AFUN006255-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP010463	AGAP010463-RA	AFUN006483	AFUN006483-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP010463	AGAP010463-RA	AFUN006483	AFUN006483-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP005216	AGAP005216-RA	AFUN006878	AFUN006878-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP005216	AGAP005216-RA	AFUN006878	AFUN006878-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP005216	AGAP005216-RA	AFUN006878	AFUN006878-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP010556	AGAP010556-RA	AFUN007164	AFUN007164-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP010556	AGAP010556-RA	AFUN007164	AFUN007164-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP000891	AGAP000891-RA	AFUN007288	AFUN007288-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP000891	AGAP000891-RA	AFUN007288	AFUN007288-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP001396	AGAP001396-RA	AFUN007803	AFUN007803-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP001396	AGAP001396-RA	AFUN007803	AFUN007803-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP000483	AGAP000483-RA	AFUN008167	AFUN008167-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP000483	AGAP000483-RB	AFUN008167	AFUN008167-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP000483	AGAP000483-RC	AFUN008167	AFUN008167-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP000483	AGAP000483-RA	AFUN008167	AFUN008167-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP000483	AGAP000483-RB	AFUN008167	AFUN008167-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP000483	AGAP000483-RC	AFUN008167	AFUN008167-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP000483	AGAP000483-RA	AFUN008167	AFUN008167-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP000483	AGAP000483-RB	AFUN008167	AFUN008167-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP000483	AGAP000483-RC	AFUN008167	AFUN008167-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP000483	AGAP000483-RA	AFUN008167	AFUN008167-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP000483	AGAP000483-RB	AFUN008167	AFUN008167-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP000483	AGAP000483-RC	AFUN008167	AFUN008167-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP001047	AGAP001047-RA	AFUN008170	AFUN008170-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP001047	AGAP001047-RB	AFUN008170	AFUN008170-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP001047	AGAP001047-RA	AFUN008170	AFUN008170-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP001047	AGAP001047-RB	AFUN008170	AFUN008170-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP002529	AGAP002529-RA	AFUN009089	AFUN009089-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP002529	AGAP002529-RA	AFUN009089	AFUN009089-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP002529	AGAP002529-RA	AFUN009089	AFUN009089-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP005139	AGAP005139-RA	AFUN009663	AFUN009663-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP005139	AGAP005139-RA	AFUN009663	AFUN009663-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP005139	AGAP005139-RA	AFUN009663	AFUN009663-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP005139	AGAP005139-RA	AFUN009663	AFUN009663-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP011036	AGAP011036-RA	AFUN009971	AFUN009971-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP011036	AGAP011036-RA	AFUN009971	AFUN009971-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP011036	AGAP011036-RA	AFUN009971	AFUN009971-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP011036	AGAP011036-RA	AFUN009971	AFUN009971-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP010801	AGAP010801-RA	AFUN009975	AFUN009975-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP010801	AGAP010801-RA	AFUN009975	AFUN009975-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP010801	AGAP010801-RA	AFUN009975	AFUN009975-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP010801	AGAP010801-RA	AFUN009975	AFUN009975-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP000124	AGAP000124-RA	AFUN010403	AFUN010403-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP000124	AGAP000124-RA	AFUN010403	AFUN010403-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP003555	AGAP003555-RA	AFUN011677	AFUN011677-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP003555	AGAP003555-RA	AFUN011677	AFUN011677-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP011830	AGAP011830-RA	AFUN018572	AFUN018572-RB	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP011830	AGAP011830-RA	AFUN018572	AFUN018572-RB	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP011830	AGAP011830-RA	AFUN018572	AFUN018572-RB	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP012175	AGAP012175-RA	AFUN018594	AFUN018594-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP012175	AGAP012175-RA	AFUN018594	AFUN018594-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP012175	AGAP012175-RA	AFUN018594	AFUN018594-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP010556	AGAP010556-RA	AFUN018595	AFUN018595-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP010556	AGAP010556-RA	AFUN018595	AFUN018595-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP001604	AGAP001604-RA	AFUN020379	AFUN020379-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP001604	AGAP001604-RA	AFUN020379	AFUN020379-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP003478	AGAP003478-RA	AFUN020481	AFUN020481-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP003478	AGAP003478-RA	AFUN020481	AFUN020481-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP003121	AGAP003121-RA	AFUN020499	AFUN020499-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP003121	AGAP003121-RA	AFUN020499	AFUN020499-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP009115	AGAP009115-RB	AFUN020776	AFUN020776-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP009115	AGAP009115-RA	AFUN020776	AFUN020776-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP009115	AGAP009115-RB	AFUN020776	AFUN020776-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP009115	AGAP009115-RA	AFUN020776	AFUN020776-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP009115	AGAP009115-RB	AFUN020776	AFUN020776-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP009115	AGAP009115-RA	AFUN020776	AFUN020776-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP001936	AGAP001936-RB	AFUN020832	AFUN020832-RC	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP001936	AGAP001936-RA	AFUN020832	AFUN020832-RC	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP001936	AGAP001936-RB	AFUN020832	AFUN020832-RC	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP001936	AGAP001936-RA	AFUN020832	AFUN020832-RC	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP003636	AGAP003636-RA	AFUN021338	AFUN021338-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP003636	AGAP003636-RA	AFUN021338	AFUN021338-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP006962	AGAP006962-RA	AFUN021664	AFUN021664-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP006962	AGAP006962-RA	AFUN021664	AFUN021664-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP006962	AGAP006962-RA	AFUN021664	AFUN021664-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP011830	AGAP011830-RA	AFUN022298	AFUN022298-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP011830	AGAP011830-RA	AFUN022298	AFUN022298-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP011830	AGAP011830-RA	AFUN022298	AFUN022298-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP004477	AGAP004477-RA	AFUN022336	AFUN022336-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP004477	AGAP004477-RA	AFUN022336	AFUN022336-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP004477	AGAP004477-RA	AFUN022336	AFUN022336-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP011644	AGAP011644-RA			Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP011644	AGAP011644-RA			Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP001867	AGAP001867-RA	AFUN000007	AFUN000007-RA	IMD	IMD
AGAP006386	AGAP006386-RA	AFUN001443	AFUN001443-RA	IMD	IMD
AGAP006747	AGAP006747-RA	AFUN002813	AFUN002813-RA	IMD	IMD
AGAP010423	AGAP010423-RA	AFUN003506	AFUN003506-RA	IMD	IMD
AGAP007173	AGAP007173-RA	AFUN003935	AFUN003935-RA	IMD	IMD
AGAP004959	AGAP004959-RA	AFUN004478	AFUN004478-RA	IMD	IMD
AGAP004959	AGAP004959-RB	AFUN004478	AFUN004478-RA	IMD	IMD
AGAP006937	AGAP006937-RA	AFUN006425	AFUN006425-RA	IMD	IMD
AGAP006937	AGAP006937-RB	AFUN006425	AFUN006425-RA	IMD	IMD
AGAP006937	AGAP006937-RC	AFUN006425	AFUN006425-RA	IMD	IMD
AGAP011326	AGAP011326-RA	AFUN007118	AFUN007118-RA	IMD	IMD
AGAP006511	AGAP006511-RA	AFUN008762	AFUN008762-RA	IMD	IMD
AGAP001093	AGAP001093-RA	AFUN010431	AFUN010431-RC	IMD	IMD
AGAP005197	AGAP005197-RA	AFUN010825	AFUN010825-RA	IMD	IMD
AGAP007927	AGAP007927-RA	AFUN014381	AFUN014381-RA	IMD	IMD
AGAP000099	AGAP000099-RA	AFUN016607	AFUN016607-RB	IMD	IMD
AGAP000099	AGAP000099-RB	AFUN016607	AFUN016607-RB	IMD	IMD
AGAP000099	AGAP000099-RC	AFUN016607	AFUN016607-RB	IMD	IMD
AGAP011693	AGAP011693-RA	AFUN016613	AFUN016613-RA	IMD	IMD
AGAP005203	AGAP005203-RA	AFUN016625	AFUN016625-RD	IMD	IMD
AGAP005203	AGAP005203-RB	AFUN016625	AFUN016625-RD	IMD	IMD
AGAP005203	AGAP005203-RC	AFUN016625	AFUN016625-RD	IMD	IMD
AGAP005203	AGAP005203-RD	AFUN016625	AFUN016625-RD	IMD	IMD
AGAP005203	AGAP005203-RE	AFUN016625	AFUN016625-RD	IMD	IMD
AGAP005203	AGAP005203-RF	AFUN016625	AFUN016625-RD	IMD	IMD
AGAP000005	AGAP000005-RA	AFUN019998	AFUN019998-RA	IMD	IMD
AGAP008748	AGAP008748-RA	AFUN000924	AFUN000924-RA	Homologous recombination	Homologous recombination
AGAP008748	AGAP008748-RA	AFUN000924	AFUN000924-RA	Homologous recombination	Homologous recombination
AGAP008748	AGAP008748-RA	AFUN000924	AFUN000924-RA	Homologous recombination	Homologous recombination
AGAP008836	AGAP008836-RA	AFUN001001	AFUN001001-RA	Homologous recombination	Homologous recombination
AGAP008836	AGAP008836-RA	AFUN001001	AFUN001001-RA	Homologous recombination	Homologous recombination
AGAP003791	AGAP003791-RA	AFUN001560	AFUN001560-RA	Homologous recombination	Homologous recombination
AGAP003791	AGAP003791-RA	AFUN001560	AFUN001560-RA	Homologous recombination	Homologous recombination
AGAP003791	AGAP003791-RA	AFUN001560	AFUN001560-RA	Homologous recombination	Homologous recombination
AGAP006797	AGAP006797-RA	AFUN001837	AFUN001837-RA	Homologous recombination	Homologous recombination
AGAP006797	AGAP006797-RA	AFUN001837	AFUN001837-RA	Homologous recombination	Homologous recombination
AGAP002302	AGAP002302-RA	AFUN002006	AFUN002006-RA	Homologous recombination	Homologous recombination
AGAP002302	AGAP002302-RA	AFUN002006	AFUN002006-RA	Homologous recombination	Homologous recombination
AGAP010177	AGAP010177-RA	AFUN002226	AFUN002226-RA	Homologous recombination	Homologous recombination
AGAP010177	AGAP010177-RA	AFUN002226	AFUN002226-RA	Homologous recombination	Homologous recombination
AGAP010177	AGAP010177-RA	AFUN002226	AFUN002226-RA	Homologous recombination	Homologous recombination
AGAP010177	AGAP010177-RA	AFUN002226	AFUN002226-RA	Homologous recombination	Homologous recombination
AGAP007032	AGAP007032-RA	AFUN003921	AFUN003921-RA	Homologous recombination	Homologous recombination
AGAP007032	AGAP007032-RA	AFUN003921	AFUN003921-RA	Homologous recombination	Homologous recombination
AGAP007032	AGAP007032-RA	AFUN003921	AFUN003921-RA	Homologous recombination	Homologous recombination
AGAP006164	AGAP006164-RA	AFUN004283	AFUN004283-RA	Homologous recombination	Homologous recombination
AGAP006164	AGAP006164-RA	AFUN004283	AFUN004283-RA	Homologous recombination	Homologous recombination
AGAP003213	AGAP003213-RA	AFUN006180	AFUN006180-RA	Homologous recombination	Homologous recombination
AGAP003213	AGAP003213-RA	AFUN006180	AFUN006180-RA	Homologous recombination	Homologous recombination
AGAP006945	AGAP006945-RA	AFUN006433	AFUN006433-RA	Homologous recombination	Homologous recombination
AGAP006945	AGAP006945-RA	AFUN006433	AFUN006433-RA	Homologous recombination	Homologous recombination
AGAP008332	AGAP008332-RA	AFUN007374	AFUN007374-RA	Homologous recombination	Homologous recombination
AGAP008332	AGAP008332-RA	AFUN007374	AFUN007374-RA	Homologous recombination	Homologous recombination
AGAP008332	AGAP008332-RA	AFUN007374	AFUN007374-RA	Homologous recombination	Homologous recombination
AGAP002967	AGAP002967-RA	AFUN007740	AFUN007740-RA	Homologous recombination	Homologous recombination
AGAP002967	AGAP002967-RA	AFUN007740	AFUN007740-RA	Homologous recombination	Homologous recombination
AGAP002967	AGAP002967-RA	AFUN007740	AFUN007740-RA	Homologous recombination	Homologous recombination
AGAP002967	AGAP002967-RA	AFUN007740	AFUN007740-RA	Homologous recombination	Homologous recombination
AGAP008910	AGAP008910-RA	AFUN009248	AFUN009248-RA	Homologous recombination	Homologous recombination
AGAP008910	AGAP008910-RA	AFUN009248	AFUN009248-RA	Homologous recombination	Homologous recombination
AGAP002760	AGAP002760-RA	AFUN009386	AFUN009386-RA	Homologous recombination	Homologous recombination
AGAP002760	AGAP002760-RA	AFUN009386	AFUN009386-RA	Homologous recombination	Homologous recombination
AGAP003851	AGAP003851-RA	AFUN010447	AFUN010447-RA	Homologous recombination	Homologous recombination
AGAP003851	AGAP003851-RA	AFUN010447	AFUN010447-RA	Homologous recombination	Homologous recombination
AGAP003851	AGAP003851-RA	AFUN010447	AFUN010447-RA	Homologous recombination	Homologous recombination
AGAP006734	AGAP006734-RA	AFUN011902	AFUN011902-RA	Homologous recombination	Homologous recombination
AGAP006734	AGAP006734-RA	AFUN011902	AFUN011902-RA	Homologous recombination	Homologous recombination
AGAP006734	AGAP006734-RA	AFUN011902	AFUN011902-RA	Homologous recombination	Homologous recombination
AGAP009632	AGAP009632-RA	AFUN019217	AFUN019217-RA	Homologous recombination	Homologous recombination
AGAP009632	AGAP009632-RA	AFUN019217	AFUN019217-RA	Homologous recombination	Homologous recombination
AGAP009632	AGAP009632-RA	AFUN019217	AFUN019217-RA	Homologous recombination	Homologous recombination
AGAP002760	AGAP002760-RA	AFUN019301	AFUN019301-RA	Homologous recombination	Homologous recombination
AGAP002760	AGAP002760-RA	AFUN019301	AFUN019301-RA	Homologous recombination	Homologous recombination
AGAP010028	AGAP010028-RA	AFUN019408	AFUN019408-RA	Homologous recombination	Homologous recombination
AGAP010028	AGAP010028-RA	AFUN019408	AFUN019408-RA	Homologous recombination	Homologous recombination
AGAP009632	AGAP009632-RA	AFUN019665	AFUN019665-RA	Homologous recombination	Homologous recombination
AGAP009632	AGAP009632-RA	AFUN019665	AFUN019665-RA	Homologous recombination	Homologous recombination
AGAP009632	AGAP009632-RA	AFUN019665	AFUN019665-RA	Homologous recombination	Homologous recombination
AGAP010028	AGAP010028-RA	AFUN020930	AFUN020930-RA	Homologous recombination	Homologous recombination
AGAP010028	AGAP010028-RA	AFUN020930	AFUN020930-RA	Homologous recombination	Homologous recombination
AGAP002477	AGAP002477-RA	AFUN020971	AFUN020971-RA	Homologous recombination	Homologous recombination
AGAP002477	AGAP002477-RA	AFUN020971	AFUN020971-RA	Homologous recombination	Homologous recombination
AGAP009632	AGAP009632-RA	AFUN021566	AFUN021566-RA	Homologous recombination	Homologous recombination
AGAP009632	AGAP009632-RA	AFUN021566	AFUN021566-RA	Homologous recombination	Homologous recombination
AGAP009632	AGAP009632-RA	AFUN021566	AFUN021566-RA	Homologous recombination	Homologous recombination
AGAP007619	AGAP007619-RA	AFUN005005	AFUN005005-RA	Histidine metabolism	Histidine metabolism
AGAP007619	AGAP007619-RA	AFUN005005	AFUN005005-RA	Histidine metabolism	Histidine metabolism
AGAP009001	AGAP009001-RA	AFUN005645	AFUN005645-RA	Histidine metabolism	Histidine metabolism
AGAP009001	AGAP009001-RA	AFUN005645	AFUN005645-RA	Histidine metabolism	Histidine metabolism
AGAP011321	AGAP011321-RA	AFUN007125	AFUN007125-RA	Histidine metabolism	Histidine metabolism
AGAP011321	AGAP011321-RA	AFUN007125	AFUN007125-RA	Histidine metabolism	Histidine metabolism
AGAP007115	AGAP007115-RA	AFUN008035	AFUN008035-RA	Histidine metabolism	Histidine metabolism
AGAP007115	AGAP007115-RA	AFUN008035	AFUN008035-RA	Histidine metabolism	Histidine metabolism
AGAP007115	AGAP007115-RA	AFUN008035	AFUN008035-RA	Histidine metabolism	Histidine metabolism
AGAP000881	AGAP000881-RA	AFUN016214	AFUN016214-RA	Histidine metabolism	Histidine metabolism
AGAP000881	AGAP000881-RA	AFUN016214	AFUN016214-RA	Histidine metabolism	Histidine metabolism
AGAP007115	AGAP007115-RA	AFUN018861	AFUN018861-RA	Histidine metabolism	Histidine metabolism
AGAP007115	AGAP007115-RA	AFUN018861	AFUN018861-RA	Histidine metabolism	Histidine metabolism
AGAP007115	AGAP007115-RA	AFUN018861	AFUN018861-RA	Histidine metabolism	Histidine metabolism
